시장명,소재지도로명주소,소재지지번주소,사용가능상품권,공중화장실 보유여부,주차장 보유여부
금산수삼센타,충청남도 금산군 금산읍 중도리 24번지,충남 금산군 금산읍 인삼약초로 24번지,온누리상품권,Y,Y
마전시장,충청남도 금산군 추부면 마전로 39,충남 금산군 추부면 마전리 417-4 ,없음,Y,N
강경젓갈시장,충청남도 논산시 강경읍 금백로 45,충남 논산시 강경읍 황산리 198번지,온누리상품권,Y,N
강경대흥시장,충청남도 논산시 강경읍 대흥로 23-1,충남 논산시 강경읍 대흥리 48-32번지,온누리상품권,Y,Y
화지중앙시장,충청남도 논산시 대화로 78,충남 논산시 대교동 321-56번지,온누리상품권,Y,Y
연무안심시장,충청남도 논산시 연무읍 연무로 178번길 9,충남 논산시 연무읍 안심리 14-2번지,온누리상품권,Y,Y
연산전통시장,충청남도 논산시 연산4길 10-4,충남 논산시 연산면 연산리 392-8번지,없음,Y,Y
당진시장,충청남도 당진시 당진시장길 101-1,충남 당진시 읍내동 145-12,온누리상품권,Y,Y
신평시장,충청남도 당진시 신평로 182-31,충남 당진시 신평면 금천리 385-2,온누리상품권,Y,N
합덕전통시장,충청남도 당진시 합덕읍 버그내2길 128-25,충남 당진시 합덕읍 운산리 255-12,온누리상품권,Y,Y
동부시장,충청남도 보령시 대천동 618-64,충남 보령시 대천동 618-64번지,온누리상품권,Y,Y
현대시장(현대상가시장),충청남도 보령시 대흥로 16,충남 보령시 대천동 618-69번지,온누리상품권,Y,N
보령한내시장,충청남도 보령시 상설시장길 8,충남 보령시 대천동 197-1번지 일대,온누리상품권,Y,N
웅천시장,충청남도 보령시 웅천읍 장터4길 24,충남 보령시 웅천읍 대창리 432-1번지 일대,온누리상품권,Y,N
중앙시장,충청남도 보령시 중앙시장 1길 5,충남 보령시 대천동 331-7번지 일대,온누리상품권,Y,Y
부여중앙시장,충청남도 부여군 구아리164-1,충남 부여군 부여읍 구아리 164-1번지,온누리상품권,Y,Y
부여5일시장,충청남도 부여군 부여읍 성왕로 173-12,충남 부여군 부여읍 구아리 420번지,온누리상품권,Y,Y
홍산시장,충청남도 부여군 홍산면 시장로 45-6,충남 부여군 부여읍 남촌리 134-2번지,없음,Y,N
대산종합시장,충청남도 서산시 대산읍 충의로 1942,충남 서산시 대산읍 대산리 119번지,온누리상품권,Y,Y
서산동부전통시장(동부시장),충청남도 서산시 시장5로 15,충남 서산시 동문동 900번지,온누리상품권,Y,Y
해미종합시장,충청남도 서산시 해미면 읍내리,충남 서산시 해미면 읍내리 184-1번지,온누리상품권,Y,Y
해미시장,충청남도 서산시 해미면 읍성마을4길 17-2,충남 서산시 해미면 읍내리 202번지,없음,Y,N
서천특화시장,충청남도 서천군 서천읍 충절로42,충남 서천군 서천읍 군사리 686-1,온누리상품권,Y,Y
장항전통시장,충청남도 서천군 장항읍 성화로 104,충남 서천군 장항읍 신창리 110번지 일원,온누리상품권,Y,Y
둔포전통시장(둔포시장),충청남도 아산시 둔포면 둔포면로 25번길 15,충남 아산시 둔포면 450-1번지,온누리상품권,Y,Y
온양온천시장(온양전통시장),충청남도 아산시 시장길29,충남 아산시 온천동 94-6번지,온누리상품권,Y,Y
고덕시장,충청남도 예산군 고덕면 대천리 783-3,충남 예산군 고덕면 대천리 783-3,없음,Y,Y
광시시장,충청남도 예산군 광시면 예당로 165-22,충남 예산군 광시면 광시리 87-1,없음,Y,Y
덕산시장,충청남도 예산군 덕산면 읍내길 13,충남 예산군 덕산면 읍내리 356-1,온누리상품권,Y,Y
삽교시장,충청남도 예산군 삽교읍 두리 568-37,충남 예산군 삽교읍 두리 568-37,온누리상품권,Y,Y
역전시장,충청남도 예산군 예산읍 역전로 84,충남 예산군 예산읍 주교리 220-3,온누리상품권,Y,Y
예산상설시장,충청남도 예산군 예산읍 예산리 333-1,충남 예산군 예산읍 예산리 333-1번지,온누리상품권,Y,Y
예산시장,충청남도 예산군 예산읍 예산리 346-13,충남 예산군 예산읍 예산리 346-13,온누리상품권,Y,Y
천안공설시장,충청남도 천안시 동남구 대흥동 60-5,충남 천안시 대흥동 63-3번지,온누리상품권,Y,Y
중앙시장,충청남도 천안시 동남구 대흥로 57,충남 천안시 사직동 6-3,온누리상품권,Y,Y
병천시장,충청남도 천안시 동남구 병천면 병천리 163-2,충남 천안시 병천면 병천리 163-2번지,없음,Y,Y
남산중앙시장,충청남도 천안시 동남구 사직동 263,충남 천안시 사직동 202-15,온누리상품권,Y,Y
천일시장,충청남도 천안시 동남구 큰시장길 29,충남 천안시 사직동 33,온누리상품권,Y,N
성정5단지시장,충청남도 천안시 서북구 성정로 78원,충남 천안시 성정동 727-1번지,온누리상품권,Y,Y
성환이화시장,충청남도 천안시 서북구 성환읍 성환3리 449-135,충남 천안시 성환읍 성환리 449-135번지,온누리상품권,Y,N
정산시장,충청남도 청양군 정산면 정현길 54,충남 청양군 정산면 서정리 163번지,온누리상품권,Y,Y
청양전통시장,충청남도 청양군 청양읍 읍내리,충남 청양군 청양읍 읍내리 196-4번지,온누리상품권,Y,Y
"안면도수산시장(구,안면도장터)",충청남도 태안군 안면읍 장터로,충남 태안군 안면읍 승언리 1249번지,온누리상품권,Y,Y
태안서부재래시장,충청남도 태안군 태안읍 시장2길 32-7,충남 태안군 태안읍 남문리 170-3번지,온누리상품권,Y,N
태안특산물전통시장 ,충청남도 태안군 태안읍 시장4길 18,충남 태안군 태안읍 동문리 286번지,온누리상품권,Y,Y
갈산정기시장,충청남도 홍성군 갈산면 상촌리 174,충남 홍성군 갈산면 상촌리 174,온누리상품권,Y,Y
광천전통시장,충청남도 홍성군 광천읍 광천리 230번길,충남 홍성군 광천읍 광천리 230번지,온누리상품권,Y,Y
홍성상설시장,충청남도 홍성군 홍성읍 아문길 60,충남 홍성군 홍성읍 오관리 397번지,온누리상품권,Y,N
홍성전통시장,충청남도 홍성군 홍성읍 홍성천길 242,충남 홍성군 홍성읍 대교리 400-1,온누리상품권,Y,Y
괴산전통시장,충청북도 괴산군 괴산읍 읍내로 15길 8-8,충북 괴산군 괴산읍 동부리 516번지,온누리상품권,Y,Y
목도재래시장,충청북도 괴산군 불정면 목도로 23,충북 괴산군 불정면 목도리 296번지,온누리상품권,Y,Y
연풍전통시장,충청북도 괴산군 연풍면 향교로24-1,"충북 괴산군 연풍면 삼풍, 행촌리 623-1번지",없음,Y,N
청천전통시장,충청북도 괴산군 청천면 청천2길 10,충북 괴산군 청천면 청천리 62-43,온누리상품권,Y,Y
단양구경시장(단양인정시장),충청북도 단양군 단양읍 도건리 615,충북 단양군 단양읍 도전리 615,온누리상품권,Y,Y
상진전통시장(상진재래시장),충청북도 단양군 단양읍 상진 14길 8,충북 단양군 상진리 805,없음,N,Y
매포전통시장(매포재래시장),충청북도 단양군 매포읍 평동리 1139,충북 단양군 매포읍 평동리 1139,온누리상품권,Y,N
영춘전통시장(영춘재래시장),충청북도 단양군 영춘면 상리 409,충북 단양군 영춘면 상리 409,없음,Y,N
마로관기시장(관기재래시장),충청북도 보은군 마도면 관기송현로 103,충북 보은군 마로면 관기리293일대,온누리상품권,Y,N
보은전통시장,충청북도 보은군 보은읍 삼산로 17-16,충북 보은군 보은읍 삼산리 137번지,온누리상품권,Y,Y
보은종합시장,충청북도 보은군 보은읍 삼산로 3길 6,충북 보은군 보은읍 삼산리 135번지,온누리상품권,Y,Y
삼승원남시장(원남재래시장),충청북도 보은군 상승면 원남로 1길 15-18,충북 보은군 삼승면 원남리 181-1번지,온누리상품권,Y,Y
회인재래시장,충청북도 보은군 회인면 회인로 34,충북 보은군 회인면 중앙리59-15,온누리상품권,Y,N
영동전통시장(영동전통시장),충청북도 영동군 영동읍 영동시장 2길 10-1,충북 영동군 영동읍 계산리 694-13,온누리상품권,Y,Y
영동중앙시장,충청북도 영동군 영동읍 중앙로21,충북 영동군 영동읍 계산리 693-27번지,온누리상품권,Y,N
옥천상가,충청북도 옥천군 옥천읍 삼금로 45,충북 옥천군 옥천읍 금구리5-7번지,온누리상품권,Y,N
옥천공설시장,충청북도 옥천군 옥천읍 상금로 5길 5-68,충북 옥천군 옥천읍 금구리 5-68,온누리상품권,Y,Y
감곡전통시장,충청북도 음성군 감곡면 장감로 132번길 22,충북 음성군 감곡면 왕장리 525-8번지,온누리상품권,Y,Y
무극시장,충청북도 음성군 금왕읍 무극로 308번길 12-12,충북 음성군 금왕읍 무극리 77-17번지,온누리상품권,Y,Y
대소시장,충청북도 음성군 대소면 오태로 104,충북 음성군 대소면 오산리 127-6번지,온누리상품권,Y,N
삼성시장,충청북도 음성군 삼성면 대성로 615,충북 음성군 삼성면 덕정리 525번지,온누리상품권,Y,Y
음성시장,충청북도 음성군 읍 시장로 117번길 6,충북 음성군 음성읍 시장로 117번길 6,온누리상품권,Y,N
제천역전한마음시장(구제천역전시장),충청북도 제천시 내토로 28길 12,충북 제천시 화산동 207-3,온누리상품권,Y,N
덕산면전통시장,충청북도 제천시 덕산면 도기리 442-4,충북 제천시 덕산면 도전리 443-6,온누리상품권,Y,N
박달재전통시장,충청북도 제천시 백운면 평동로 2길 13,충북 제천시 백운면 평동리 215-3,온누리상품권,N,N
제천약초시장,충청북도 제천시 원화산로 121,충북 제천시 화산동 987번지,온누리상품권,Y,Y
내토재래시장,충청북도 제천시 중앙로 1가 32,충북 제천시 중앙로1가 32 ,온누리상품권,Y,Y
동문시장,충청북도 제천시 중앙로 2가 117-1,충북 제천시 중앙로2가 113-8,온누리상품권,N,N
제천중앙시장,충청북도 제천시 중앙로1가 77,충북 제천시 중앙로1가 77,온누리상품권,Y,Y
증평장뜰재래시장,충청북도 증평군 증평읍 장뜰로 58-1,충북 증평군 증평읍 장뜰로 일원,온누리상품권,Y,Y
"진천전통시장 (구,진천재래시장)",충청북도 진천군 진천읍 원덕로 390,충북 진천군 진천읍 읍내리 120-4번지,온누리상품권,Y,Y
진천중앙시장,충청북도 진천군 진천읍 중앙서로 29-1,충북 진천군 진천읍 305-10 일원,온누리상품권,Y,Y
내수전통시장,충청북도 청원군 내수읍 내수로 725-1,충북 청원군 내수읍 마산리,온누리상품권,N,Y
서문시장,충청북도 청주시 상당구 근장로 26길 45,충북 청주시 서문동 148-22,온누리상품권,Y,N
중앙시장,충청북도 청주시 상당구 북문로 2가 94,충북 청주시 북문로2가 96,온누리상품권,Y,N
육거리종합시장,충청북도 청주시 상당구 청남로 2197번길 42,충북 청주시 석교동 60-4,온누리상품권,Y,Y
북부시장,충청북도 청주시 상당구 향군로 31번가길 11,충북 청주시 우암동 346-61,온누리상품권,Y,Y
원마루시장,충청북도 청주시 서원구 분평동 1341,충북 청주시 분평동 1315,온누리상품권,N,N
사직시장,충청북도 청주시 서원구 사직대로 265번길 7,충북 청주시 사직동 265-19,온누리상품권,Y,Y
사창시장,충청북도 청주시 서원구 사칭동 2862-2,충북 청주시 사창동 286-22,온누리상품권,Y,Y
청주두꺼비시장(구수곡시장),충청북도 청주시 서원구 수곡로 58번길 7-2,충북 청주시 수곡동 862,온누리상품권,N,N
내덕자연시장,충청북도 청주시 청원구 공항로 58번길 14,충북 청주시 내덕동 398-4,온누리상품권,N,N
오창전통시장,충청북도 청주시 청원구 오창읍 팔결로 715,충북 청원군 오창읍 장대리294,온누리상품권,Y,N
가경터미널시장,충청북도 청주시 흥덕구 가경동 1296,충북 청주시 가경동 1265,온누리상품권,Y,Y
복대가경시장,충청북도 청주시 흥덕구 신율로 139번길 59-1,충북 청주시 복대동 1067,온누리상품권,Y,Y
복대시장,충청북도 청주시 흥덕구 월명로 13번길 77,충북 청주시 복대동 630-6,온누리상품권,Y,N
직지시장,충청북도 청주시 흥덕구 직지대로 639번길 88,충북 청주시 봉명동 467-2,온누리상품권,Y,Y
관아골상가,충청북도 충주시 관아1길 7,충북 충주시 성내동 379,온누리상품권,N,Y
연수종합상가,충청북도 충주시 금곡로 31,충북 충주시 연수동 547-6번지,온누리상품권,Y,N
"농산물종합시장(구,중앙청과시장)",충청북도 충주시 목행산단 7로 24,충북 충주시 목행동 526-29,온누리상품권,Y,Y
무학시장,충청북도 충주시 무학1길 15,충북 충주시 봉방동 8-52,온누리상품권,Y,Y
연수상가,충청북도 충주시 번영대로 125,충북 충주시 연수동 924,온누리상품권,N,Y
현대타운상가,충청북도 충주시 성서1길 50,충북 충주시 성서동 163,온누리상품권,Y,N
성서시장,충청북도 충주시 성서7길 29,충북 충주시 성서동 1-152,온누리상품권,Y,N
엄정내창시장,충청북도 충주시 엄정면 내창로 191-1,충북 충주시 엄정면 미내리 159-15,온누리상품권,N,N
중앙공설시장,충청북도 충주시 예성로 168,충북 충주시 성서동 306,온누리상품권,Y,Y
남부시장,충청북도 충주시 지곡10길 38-1,충북 충주시 지현동 1431,온누리상품권,Y,Y
충주자유시장,충청북도 충주시 충인6길 16,충북 충주시 충인동 325,온누리상품권,Y,Y
목행시장,충청북도 충주시 행정9길 35,충북 충주시 목행동 676-44 ,온누리상품권,Y,Y
